id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
410380,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,avengers,pop,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
385307,2,5.0,"Week day lunch,Weekend lunch",10.0,avengers,coca cola,Strangers,A little (mild),Shawarma
634566,2,6.0,"Week day lunch,Week day dinner,At a party,Late night snack",15.0,the lion king,juice,"Parents,Siblings,Friends",A little (mild),Shawarma
625818,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers,barbican,"Parents,Friends",A moderate amount (medium),Shawarma
631164,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,aladdin idk,water,Strangers,A moderate amount (medium),Shawarma
603130,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,deadpool and wolverine,pop,"Friends,Strangers",A little (mild),Shawarma
229211,2,7.0,"Week day lunch,Weekend lunch,At a party",6.0,avengers,none,"Friends,Strangers",A moderate amount (medium),Shawarma
626849,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,pop,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
634650,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
632125,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2.5,none,water,"Parents,Strangers",A little (mild),Shawarma
626812,3,7.5,"Week day lunch,Week day dinner,Late night snack",15.0,none,pop,Strangers,A little (mild),Shawarma
631109,4,9.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",10.5,think of mulan which my family and i watched last weekend while eating shawarma,water,"Parents,Siblings",A moderate amount (medium),Shawarma
716766,3,7.0,"Week day lunch,Weekend lunch",8.0,dangal,coca cola,"Friends,Strangers",A little (mild),Shawarma
494103,2,10.0,"Week day lunch,Week day dinner,Late night snack",15.0,avengers,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
628102,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,you don't mess with the zohan,water,"Parents,Friends",A moderate amount (medium),Shawarma
634683,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,none,ayran,Friends,A moderate amount (medium),Shawarma
517774,1,5.0,"Week day lunch,Week day dinner",10.0,interstellar,sprite,Teachers,none,Shawarma
408898,3,7.0,"Week day lunch,Weekend lunch",7.0,avengers,water,"Parents,Friends",A little (mild),Shawarma
603189,4,7.0,"Week day lunch,Week day dinner,Late night snack",10.0,mandoob,ayran,"Parents,Friends",A moderate amount (medium),Shawarma
606857,3,6.0,"Week day lunch,Weekend lunch",6.0,the dictator,ice tea,"Siblings,Friends",A little (mild),Shawarma
523080,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,harry potter,pop,"Parents,Siblings,Friends",A little (mild),Shawarma
631014,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,the prince of egypt,water,Friends,A lot (hot),Shawarma
503957,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,gingerale,"Friends,Strangers",A moderate amount (medium),Shawarma
524890,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,sprite,Friends,A lot (hot),Shawarma
717411,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",7.0,indian movie,ice tea,Strangers,A little (mild),Shawarma
525311,2,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",12.0,avengers,none,Friends,A little (mild),Shawarma
630967,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",10.0,the dictator,ayran,"Parents,Friends",A little (mild),Shawarma
604969,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,avengers,pop,"Parents,Siblings,Friends,Strangers",A lot (hot),Shawarma
524480,5,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,avengers,water,"Parents,Friends",none,Shawarma
630121,4,20.0,"Week day lunch,Weekend lunch",20.0,aladdin,pop,"Friends,Strangers",A lot (hot),Shawarma
629615,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,barbican,"Parents,Siblings,Friends",A lot (hot),Shawarma
634977,4,6.0,"Week day lunch,Weekend lunch,Late night snack",10.0,avengers,fanta,Friends,A moderate amount (medium),Shawarma
630823,5,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14.0,iron man,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
632228,3,12.0,"Week day lunch,Weekend lunch,Late night snack",6.5,the dictator,coca cola,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Shawarma
504548,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,avengers,water,Strangers,A moderate amount (medium),Shawarma
522477,2,10.0,"Week day lunch,Week day dinner,Weekend lunch",15.0,avengers,coca cola,"Siblings,Strangers",A moderate amount (medium),Shawarma
523461,2,12.0,"Week day lunch,Weekend lunch,At a party",8.0,avengers,pop,Friends,A moderate amount (medium),Shawarma
312640,3,7.5,"Week day lunch,Weekend lunch",13.0,avengers,leban,Strangers,A moderate amount (medium),Shawarma
854745,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,rush hour,water,Friends,A lot (hot),Shawarma
711854,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,mission impossible,juice,Friends,A moderate amount (medium),Shawarma
739254,4,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,aladdin,water,Siblings,none,Shawarma
621555,4,6.0,"Week day lunch,Weekend lunch",14.0,none,pepsi,Friends,A lot (hot),Shawarma
602482,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,idk,pop,"Friends,Strangers",A lot (hot),Shawarma
630416,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,ratatouille because the rat cooks food and this is food,water,"Friends,Teachers,Strangers",I will have some of this food item with my hot sauce,Shawarma
505458,4,2.0,"Week day dinner,Weekend dinner,Late night snack",10.0,none,soft,Strangers,A little (mild),Shawarma
296589,5,4.0,"Week day dinner,Weekend dinner",9.0,south park the end of obesity,water,"Parents,Friends",A moderate amount (medium),Shawarma
604826,4,7.0,"Week day lunch,Week day dinner,Weekend lunch",11.0,i think about the movie avengers when i think of shawarma,water,Siblings,A little (mild),Shawarma
387820,4,6.5,Weekend lunch,20.0,yeh jawaani hai deewani,fanta,Siblings,A little (mild),Shawarma
603612,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,water,Siblings,none,Shawarma
712252,2,10.0,"Week day lunch,Weekend lunch",10.0,avengers,water,Strangers,A moderate amount (medium),Shawarma
742226,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,avengers postcredit scene,juice,"Friends,Strangers",A moderate amount (medium),Shawarma
712771,3,3.0,Week day lunch,20.0,dabba,ice tea,Friends,none,Shawarma
746466,2,7.0,"Week day lunch,Week day dinner,Weekend lunch",18.0,rush hour,water,"Friends,Strangers",I will have some of this food item with my hot sauce,Shawarma
601737,4,7.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,lawrence of arabia,coca cola,Strangers,A little (mild),Shawarma
631902,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,avengers 2012,water,"Parents,Siblings,Friends,Strangers",none,Shawarma
312320,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,i think of the cheech  chong movies when i think of shawarma,coca cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Shawarma
519986,4,8.0,"Week day lunch,Weekend lunch",11.0,avengers,sprite,"Friends,Strangers",A moderate amount (medium),Shawarma
626771,4,6.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.5,i think of the movie avengers they have an entire bit surrounding this food item,coca cola,"Parents,Friends",A moderate amount (medium),Shawarma
407257,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,avengers,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
626883,4,3.0,"Week day dinner,Weekend dinner",5.0,star wars,water,"Parents,Siblings,Friends",A little (mild),Shawarma
727339,2,3.0,"Week day lunch,Week day dinner,Late night snack",10.0,avengers,ice tea,"Friends,Strangers",none,Shawarma
631448,2,6.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6.5,none,water,"Parents,Siblings,Friends,Strangers",A lot (hot),Shawarma
634885,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,shawshank redemption,water,"Siblings,Friends,Strangers",none,Shawarma
619932,3,10.0,"Week day lunch,Weekend lunch,Late night snack",11.0,none,juice,"Parents,Strangers",A little (mild),Shawarma
601986,4,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.36,mad max,coca cola,Strangers,A moderate amount (medium),Shawarma
631141,3,3.0,"Week day lunch,Weekend lunch,Weekend dinner",12.0,avengers,ice tea,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
631069,3,10.0,"Week day lunch,Week day dinner",12.0,none,pop,Friends,A moderate amount (medium),Shawarma
634508,3,5.0,"Week day lunch,Week day dinner,Late night snack",9.0,aladdin,coca cola,Friends,A lot (hot),Shawarma
206744,3,7.0,Weekend lunch,10.0,avengers,juice,"Siblings,Friends",A moderate amount (medium),Shawarma
498213,4,8.0,"Week day lunch,Week day dinner,Weekend dinner",9.0,none,coca cola,"Siblings,Friends",A moderate amount (medium),Shawarma
627496,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,avengers endgame,fanta,"Friends,Strangers",A lot (hot),Shawarma
629659,3,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,endgame,juice,"Parents,Siblings,Friends",A lot (hot),Shawarma
630190,2,6.0,Week day lunch,8.0,i think of the movie borat,none,"Friends,Strangers",A little (mild),Shawarma
401586,1,10.0,"Week day lunch,Weekend lunch",12.5,taken 2,coca cola,Friends,A moderate amount (medium),Shawarma
629263,4,12.0,"Week day lunch,Week day dinner",15.0,avengers,coca cola,"Siblings,Friends,Strangers",A lot (hot),Shawarma
631678,4,10.0,"Week day lunch,Weekend lunch",15.0,ferris buellers day off,water,Friends,A moderate amount (medium),Shawarma
411681,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,water,Strangers,A little (mild),Shawarma
518733,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,the dora movie,coca cola,Parents,A moderate amount (medium),Shawarma
630378,4,8.0,Week day lunch,10.0,avengers,pepsi,Strangers,A lot (hot),Shawarma
631142,4,8.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,avengers,sprite,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
519976,5,2.0,Weekend lunch,,none,none,Friends,none,Shawarma
604991,4,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,avengers,water,"Parents,Strangers",A moderate amount (medium),Shawarma
522483,5,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,none,water,Strangers,none,Shawarma
629723,4,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13.0,the whale,pepsi,"Siblings,Friends",A lot (hot),Shawarma
387522,3,5.0,"Week day lunch,Week day dinner,Late night snack",15.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
613484,4,6.0,"Weekend lunch,Weekend dinner",8.0,chinese zodiac,water,Strangers,A lot (hot),Shawarma
388729,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",17.5,none,tea,Friends,none,Shawarma
494373,3,10.0,Week day lunch,12.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
630977,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15.0,none,sprite,"Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Shawarma
621982,2,3.0,Weekend dinner,12.0,avengers,coca cola,Friends,A moderate amount (medium),Shawarma
605537,2,3.0,Week day lunch,6.0,ratatouille,juice,Strangers,A little (mild),Shawarma
607073,3,5.5,Week day lunch,10.0,scific movies,pop,"Parents,Friends",A moderate amount (medium),Shawarma
624443,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",7.0,avengers,water,Strangers,none,Shawarma
718089,4,6.0,"Week day lunch,Week day dinner",10.0,dictator,pepsi,Strangers,A lot (hot),Shawarma
622727,4,4.0,"Week day dinner,Weekend dinner",8.5,avengers,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
609617,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,avengers,pepsi,"Parents,Siblings,Friends",none,Shawarma
526064,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,none,milk,"Parents,Friends",A moderate amount (medium),Shawarma
609179,4,10.0,"Week day lunch,Week day dinner,Weekend dinner",12.0,avengers,ice tea,"Friends,Strangers",A moderate amount (medium),Shawarma
627638,3,10.0,"Week day lunch,Weekend lunch,At a party",6.0,none,ice tea,Siblings,none,Shawarma
411117,4,10.0,"Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9.0,avengers,juice,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
634430,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8.0,avengers,pepsi,"Parents,Siblings",A little (mild),Shawarma
631711,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,sonic the hedgehog,coca cola,Strangers,A lot (hot),Shawarma
606010,4,6.0,"Week day lunch,Weekend lunch,Late night snack",8.0,those commercials by the toronto food man za bebsi is the best,pepsi,"Friends,Strangers",A lot (hot),Shawarma
631436,4,8.5,"Week day dinner,Weekend dinner",1.0,none,i would pair mountain dews baja blast with shawarma,Strangers,A little (mild),Shawarma
633712,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,avengers,water,"Parents,Siblings,Friends",none,Shawarma
609556,4,14.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,aladdin,water,"Friends,Strangers",A lot (hot),Shawarma
520090,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9.0,avengers,barbican,Friends,A moderate amount (medium),Shawarma
602234,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,when eating shawarma i think of the movie shrek 2,none,"Parents,Friends",A moderate amount (medium),Shawarma
741592,4,8.0,"Week day dinner,Weekend lunch,Weekend dinner",9.99,avengers,juice,"Parents,Strangers",A moderate amount (medium),Shawarma
628547,4,12.0,"Week day lunch,Weekend lunch,Late night snack",15.0,avengers,water,"Siblings,Friends",A lot (hot),Shawarma
501513,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,3 idiots,sprite,Strangers,none,Shawarma
630929,2,5.0,"Week day lunch,Weekend lunch,Late night snack",9.0,none,pop,Friends,none,Shawarma
617379,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9.0,avengers,beer,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
617310,3,9.0,"Week day lunch,Weekend lunch,Late night snack",13.99,avengers,none,"Friends,Strangers",A lot (hot),Shawarma
495424,3,5.0,Week day lunch,10.0,spiderman,water,Strangers,none,Shawarma
622787,4,10.0,Week day lunch,8.0,deadpool 3,coca cola,Friends,A moderate amount (medium),Shawarma
631716,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,21 jump street,water,"Parents,Friends",A moderate amount (medium),Shawarma
741658,2,4.0,"Week day lunch,Week day dinner,At a party",10.0,avengers,none,"Siblings,Friends,Teachers",A little (mild),Shawarma
620745,4,25.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,avengers,pop,"Parents,Friends,Strangers",none,Shawarma
611932,2,5.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,none,mango lassi,Strangers,none,Shawarma
635602,4,9.0,"Week day lunch,Weekend lunch",11.0,avengers 2012,none,Strangers,I will have some of this food item with my hot sauce,Shawarma
619892,4,15.0,"Week day lunch,Weekend lunch",12.0,chef,none,Friends,A lot (hot),Shawarma
529289,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,none,ice tea,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
630738,3,10.0,"Week day dinner,Weekend dinner,At a party,Late night snack",10.0,none,water,"Parents,Friends,Strangers",none,Shawarma
524766,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",15.0,avengers,dairy,Siblings,A little (mild),Shawarma
522148,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.0,bollywood,coca cola,Friends,A little (mild),Shawarma
601547,5,5.0,"Week day lunch,Weekend lunch,At a party",10.0,middle eastern movie,water,Friends,none,Shawarma
631046,3,7.0,Week day lunch,12.0,how to lose a guy in 10 days,pepsi,"Parents,Friends,Strangers",A lot (hot),Shawarma
66222,5,10.0,"Week day lunch,Late night snack",10.0,fast and furious,coca cola,Strangers,A lot (hot),Shawarma
603182,3,15.0,"Week day lunch,Weekend lunch,Weekend dinner",15.0,none,pop,"Parents,Siblings,Friends",A little (mild),Shawarma
632117,3,8.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",1.0,ratatouille,water,"Parents,Siblings,Strangers",A lot (hot),Shawarma
630209,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,avengers,coca cola,Parents,none,Shawarma
413395,3,7.0,"Week day lunch,Week day dinner",20.0,marvel movies,coca cola,Friends,A little (mild),Shawarma
386750,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",17.5,burnt,coca cola,Friends,none,Shawarma
617178,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,i thought of the anime food wars,none,"Parents,Teachers",A lot (hot),Shawarma
630128,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,avengers,pop,Friends,I will have some of this food item with my hot sauce,Shawarma
628736,4,6.5,"Week day lunch,Weekend lunch",0.0,i dont usually think of any movie when having this food item but after using google to refresh my memory i would say avengers because of the postcredits scene,water,"Friends,Strangers",A lot (hot),Shawarma
747734,3,5.0,"Week day dinner,Weekend dinner",16.0,ponyo,sake,Friends,none,Sushi
517064,4,4.0,"Week day lunch,Week day dinner,Weekend dinner",1.5,kung fu panda,water,"Parents,Siblings",none,Sushi
387330,1,4.0,"Week day dinner,Weekend dinner,Late night snack",13.0,rush hour 3,wine,"Parents,Siblings",A little (mild),Sushi
746750,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,none,water,"Parents,Siblings,Friends",none,Sushi
629285,4,4.0,Weekend dinner,11.0,scary movie,milk,Friends,none,Sushi
743488,3,3.0,Weekend lunch,10.0,the menu,water,"Parents,Siblings",none,Sushi
523710,4,7.5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,monsters inc,coca cola,"Friends,Strangers",A little (mild),Sushi
635179,5,5.0,"Week day dinner,Weekend dinner,Late night snack",13.0,john wick,water,"Parents,Siblings",none,Sushi
313562,4,6.0,"Week day lunch,Weekend lunch",25.0,fast and furious,water,"Parents,Siblings,Friends",A little (mild),Sushi
712670,1,2.0,"Weekend dinner,Late night snack",1.0,none,water,Friends,A little (mild),Sushi
635627,4,5.0,"Week day lunch,Week day dinner,Weekend dinner",15.0,kung fu panda,water,Strangers,none,Sushi
524485,2,6.0,"Week day lunch,Weekend lunch,At a party,Late night snack",40.0,finding nemo,coca cola,Friends,none,Sushi
632320,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,none,water,"Parents,Siblings",A little (mild),Sushi
633520,5,7.5,"Week day lunch,Weekend lunch,At a party",20.0,the emoji movie,water,Friends,none,Sushi
606905,5,5.0,Weekend dinner,20.99,rush hour,misso soup,"Parents,Friends",none,Sushi
393424,5,5.0,"Week day dinner,Weekend dinner",10.0,rush hour 2,sake,Strangers,A little (mild),Sushi
618333,1,3.0,"Weekend lunch,Weekend dinner,At a party",12.0,none,soju,Friends,A lot (hot),Sushi
628558,2,5.0,"Weekend lunch,Weekend dinner,At a party",25.0,isle of dogs this film showcases a chef making a poisoned sushi,miso soup,"Parents,Siblings",none,Sushi
613776,4,5.0,"Weekend lunch,Weekend dinner",1.0,john wick chapter 3  parabellum,tea,Parents,none,Sushi
317214,5,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,i don't think of any movie,tea,"Parents,Siblings,Friends",A little (mild),Sushi
628093,5,6.0,Weekend lunch,30.0,cars 2,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
411781,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,crazy stupid love,coca cola,Friends,A little (mild),Sushi
525567,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,crazy rich asians,water,Friends,A little (mild),Sushi
634455,4,3.0,"Weekend dinner,Late night snack",8.0,none,soju,Friends,A moderate amount (medium),Sushi
498848,3,8.0,"Weekend lunch,Weekend dinner",12.0,kill bill,sake,"Friends,Strangers",none,Sushi
638838,5,7.0,At a party,25.0,big hero 6,water,Strangers,none,Sushi
411253,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8.0,tokyo drift,sprite,"Parents,Siblings,Friends",none,Sushi
410165,5,7.0,"Week day dinner,Weekend dinner",25.0,ratatouille,water,Strangers,none,Sushi
608554,5,4.0,"Week day dinner,Weekend dinner",20.0,breaking bad,water,Friends,none,Sushi
602394,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,monsters inc,water,"Siblings,Friends",none,Sushi
743623,4,4.5,"Week day lunch,Weekend lunch,At a party,Late night snack",20.0,a silent voice,water,Friends,none,Sushi
87783,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",40.0,kill bill,coca cola,"Parents,Strangers",A little (mild),Sushi
632431,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99,pokemon the first movie,water,Friends,A lot (hot),Sushi
744091,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2.0,the wolverine,water,Parents,none,Sushi
519570,5,5.0,"Weekend lunch,Weekend dinner",20.0,house md,water,Parents,none,Sushi
744484,4,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",10.0,jiro dreams of sushi,water,"Teachers,Strangers",A little (mild),Sushi
508149,4,5.0,"Week day lunch,Week day dinner,Weekend dinner",24.0,the fast and the furious tokyo drift,green tea,"Parents,Friends",none,Sushi
524992,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,crazy rich asians,water,"Parents,Siblings,Friends",none,Sushi
413570,2,5.0,"Week day lunch,Weekend lunch,At a party",5.0,shark tale,green tea,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
306207,2,6.5,"Week day lunch,Weekend lunch,Late night snack",6.0,who am i jackie chan,water,Friends,A little (mild),Sushi
634468,4,4.5,"Week day dinner,Weekend dinner",20.0,cars 2,tea,"Parents,Siblings,Friends",A little (mild),Sushi
522205,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,cars,green tea,"Parents,Siblings,Friends",none,Sushi
5978,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,jiro dreams of sushi,water,"Siblings,Friends",none,Sushi
742611,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,japanese movies food documentaries,water,"Parents,Siblings,Friends",none,Sushi
631198,4,5.0,"Weekend lunch,Weekend dinner,At a party",12.0,none,water,"Parents,Friends,Strangers",A lot (hot),Sushi
606150,3,5.0,"Week day lunch,Weekend lunch,Late night snack",10.0,jiro dreams of sushi,coca cola,Siblings,none,Sushi
313577,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,the big short,coca cola,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
629700,2,3.0,"Weekend lunch,Weekend dinner",15.0,big hero 6,water,Friends,none,Sushi
630928,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,none,tea,Parents,none,Sushi
607286,3,10.0,"Weekend lunch,Weekend dinner",15.0,godzilla,milk,"Friends,Strangers",A moderate amount (medium),Sushi
607609,4,3.0,"Week day dinner,Weekend dinner",14.0,bullet train,sake,"Parents,Strangers",none,Sushi
522890,3,8.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,anime,water,Strangers,none,Sushi
630227,4,3.0,Weekend dinner,30.0,none,water,Strangers,A little (mild),Sushi
603607,4,2.0,"Week day lunch,Weekend lunch,Late night snack",10.0,memoirs of a geisha,water,Friends,none,Sushi
617029,2,4.0,"Week day dinner,Weekend dinner,Late night snack",10.0,gi joe,sparkling water,"Parents,Friends,Strangers",none,Sushi
617462,2,5.0,Weekend dinner,20.0,oldboy,sake,Parents,none,Sushi
633001,4,4.0,"Week day lunch,Weekend lunch,At a party",10.0,monsters inc,water,Friends,none,Sushi
634690,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18.0,monsters inc,water,Siblings,none,Sushi
630198,4,5.0,"Week day lunch,Weekend dinner",15.0,inception,water,"Parents,Siblings",none,Sushi
520507,2,4.0,"Week day dinner,Weekend dinner,Late night snack",4.5,none,water,"Friends,Strangers",none,Sushi
635065,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,penguins of madagascar,beer,"Siblings,Friends",A little (mild),Sushi
613209,1,3.0,Weekend dinner,17.5,jiro dreams of sushi,water,Friends,none,Sushi
605452,5,5.0,"Week day lunch,Weekend lunch",25.0,jiro dreams of sushi,sake,Friends,A little (mild),Sushi
24137,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25.0,japanese movie,water,Friends,none,Sushi
518809,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6.0,none,coca cola,Parents,none,Sushi
634646,4,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",10.0,monsters inc,water,"Friends,Strangers",A little (mild),Sushi
508156,3,5.5,"Week day dinner,Weekend dinner",10.0,crazy rich asians,water,"Siblings,Friends",A moderate amount (medium),Sushi
632909,4,4.0,"Week day dinner,Weekend dinner",20.0,john wick,green tea,"Parents,Siblings,Friends",none,Sushi
414734,5,3.0,"Week day dinner,Weekend dinner",35.0,none,sake,Friends,none,Sushi
